Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Melt,Blasé Boys Club (Pt. 1),Duke Dumont,house,277093,53,0.711,0.513,0,-7.788,1,0.0395,0.0132,0.00223,0.0606,0.263,127.977,4,9.503080082
Freaks,Freaks,Timmy Trumpet,"melbourne bounce,big room",274327,34,0.905,0.92,9,-3.314,1,0.0817,0.00157,0.916,0.0647,0.728,128.027,4,10.98151951
For Once In My Life,For Once In My Life,Stevie Wonder,"motown,soul",169800,73,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,4,56.33675565
Prayer X,Sympa,King Gnu,"j-pop,anime,j-rock",195226,56,0.528,0.752,11,-6.006,1,0.28,0.419,0,0.181,0.542,174.112,4,6.212183436
君のせい,Hell like Heaven,the peggies,"anime,j-rock,j-pop,japanese indie",263066,55,0.39,0.986,4,-1.51,1,0.0812,0.00079,0.00704,0.304,0.557,173.998,4,6.154688569
あの夢をなぞって,THE BOOK,YOASOBI,"j-pop,anime",240746,66,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,4,4.238193018
If Today Was Your Last Day,Dark Horse,Nickelback,"post-grunge,rock",249066,70,0.485,0.911,3,-5.749,1,0.0355,8.67E-05,0,0.092,0.568,89.956,4,16.38329911
I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,emo,185586,57,0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961,4,19.51540041
Walk This Way (feat. Aerosmith),Raising Hell,"Run–D.M.C.,Aerosmith","east coast hip hop,hip hop,classic rock,rock",310386,65,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4,38.88569473
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,pop,211066,83,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4,26.22313484
ワンルームシュガーライフ,フライングベスト〜知らないの？巷で噂のダメ天使〜,NANAOAKARI,"vocaloid,j-pop,anime,j-rock",168000,48,0.478,0.941,2,-4.305,1,0.141,0.001,0.136,0.303,0.748,180.078,4,6.502395619
ケセラセラ,ANTENNA,Mrs. GREEN APPLE,"j-pop,anime,j-rock",272226,76,0.756,0.578,6,-4.575,0,0.0327,0.0306,0,0.0534,0.677,115.004,4,1.749486653
IGNITE,D'AZUR,Eir Aoi,"anime,j-pop,j-rock",244173,57,0.414,0.972,9,-2.41,0,0.258,0.00721,0,0.3,0.395,170.957,4,9.776865161
Touch You,アニメ『ヤリチン☆ビッチ部』主題歌「Touch You」,"遠野高志,加島優,矢口恭介,ジミー,百合絢斗,田村唯,明美圭一,糸目幸士郎,鹿谷樹",anime,206180,62,0.603,0.964,8,-2.886,0,0.0487,0.00655,3.04E-06,0.143,0.796,135.028,4,6.633812457
DADDY ! DADDY ! DO !,ALL TIME ROCK 'N' ROLL,"Masayuki Suzuki,鈴木愛理","anime,j-pop,kayokyoku,city pop",254640,62,0.684,0.815,8,-3.826,0,0.0496,0.322,0,0.12,0.819,138.104,4,4.966461328
Shinzo wo Sasageyo !,Shingeki no Kiseki,Linked Horizon,"anime,j-pop",341413,67,0.44,0.983,0,-4.36,1,0.0868,0.22,0,0.26,0.203,159.968,4,7.879534565
departure!,“HUNTER×HUNTER”Single,Masatoshi Ono,anime,257519,60,0.356,0.925,10,-4.739,0,0.0528,0.00699,0,0.0719,0.484,159.959,4,12.61327858
だから、ひとりじゃない,juice,Little Glee Monster,"j-pop,anime",231400,43,0.508,0.904,8,-3.655,1,0.105,0.0631,0,0.0852,0.554,89.762,4,7.208761123
春愁,"Love me, Love you",Mrs. GREEN APPLE,"j-pop,anime,j-rock",183800,68,0.724,0.444,10,-4.903,1,0.0412,0.0121,0,0.123,0.739,129.962,4,7.1321013
We Are,Ambitions,ONE OK ROCK,"j-rock,j-pop,visual kei,k-rock",255400,59,0.41,0.834,5,-5.375,1,0.054,0.0651,0,0.115,0.333,147.982,4,8.219028063
紅蓮華,LEO-NiNE,LiSA,"anime,j-pop,j-rock",237586,73,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13E-05,0.0796,0.263,134.938,4,4.468172485
愛錠,LEO-NiNE,LiSA,"anime,j-pop,j-rock",245600,36,0.497,0.83,9,-3.917,0,0.0275,0.197,0,0.0729,0.655,164.032,4,4.468172485
Voice of Wind (Movie Edit),Weathering With You,RADWIMPS,"anime,j-pop,j-rock",157080,38,0.519,0.924,7,-2.392,1,0.0542,0.0288,0,0.223,0.883,119.969,4,5.708418891
Autumn festival,Your Name.,RADWIMPS,"anime,j-pop,j-rock",67986,42,0.637,0.205,7,-15.144,1,0.0411,0.99,0.967,0.147,0.345,110.386,3,8.607802875
School road,Your Name.,RADWIMPS,"anime,j-pop,j-rock",68200,45,0.532,0.342,0,-8.153,1,0.0923,0.515,0.228,0.127,0.239,199.743,4,8.607802875
Unseen two,Your Name.,RADWIMPS,"anime,j-pop,j-rock",53360,35,0.389,0.0884,5,-19.165,1,0.101,0.925,0.456,0.134,0.0392,162.308,3,8.607802875
Evoking memories,Your Name.,RADWIMPS,"anime,j-pop,j-rock",103026,42,0.414,0.485,6,-15.069,0,0.0492,0.964,0.879,0.0897,0.397,195.043,3,8.607802875
Sparkle - movie ver.,Your Name.,RADWIMPS,"anime,j-pop,j-rock",537653,66,0.372,0.426,11,-8.421,1,0.0339,0.687,0.00784,0.109,0.287,123.993,4,8.607802875
Zenzenzense - movie ver.,Your Name.,RADWIMPS,"anime,j-pop,j-rock",285880,64,0.321,0.906,11,-3.967,1,0.141,0.000439,0,0.0862,0.641,189.776,4,8.607802875
Library,Your Name.,RADWIMPS,"anime,j-pop,j-rock",103720,41,0.228,0.153,7,-16.457,0,0.0347,0.674,0.932,0.0622,0.0388,55.699,4,8.607802875
First view of tokyo,Your Name.,RADWIMPS,"anime,j-pop,j-rock",79800,45,0.238,0.389,2,-9.536,1,0.04,0.877,0.888,0.154,0.0736,78.548,4,8.607802875
Katawaredoki,Your Name.,RADWIMPS,"anime,j-pop,j-rock",170026,55,0.548,0.0956,5,-14.196,1,0.0468,0.964,0.905,0.0933,0.22,129.933,4,8.607802875
Baby I'm A Fool,My One And Only Thrill,Melody Gardot,"vocal jazz,french jazz,jazz",210693,53,0.506,0.24,10,-13.131,0,0.0412,0.933,0.0242,0.17,0.278,112.819,4,16.25188227
冬のはなし,gift,Given,"anime,j-pop",208906,63,0.447,0.973,5,-1.447,1,0.0728,0.000851,0,0.307,0.383,134.914,4,4.602327173
Someone Like You,21,Adele,soft pop,285240,82,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4,14.19028063
那些年,燃點,Hu Xia,"gufeng,mandopop,c-pop,taiwanese pop",369866,57,0.544,0.528,5,-8.131,1,0.0271,0.299,0,0.107,0.215,79.044,4,13.10609172
Free Fallin',Full Moon Fever,Tom Petty,classic rock,256000,77,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.573,84.383,4,36.25188227
The Final Countdown,The Final Countdown (Expanded Edition),Europe,glam metal,310333,76,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,4,39.25256674
I Want You to Want Me,In Color,Cheap Trick,"power pop,album rock,classic rock,glam rock",191226,65,0.806,0.462,2,-12.778,1,0.0298,0.774,0.0122,0.15,0.738,92.726,4,47.58658453
Leave Your Life,=,Ed Sheeran,soft pop,223866,51,0.578,0.558,2,-5.438,1,0.0872,0.236,0,0.143,0.54,75.087,4,3.438740589
Shivers,=,Ed Sheeran,soft pop,207853,84,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4,3.438740589
Overpass Graffiti,=,Ed Sheeran,soft pop,236906,66,0.52,0.849,9,-3.794,0,0.186,0.00253,0,0.119,0.774,175.908,4,3.438740589
Stop The Rain,=,Ed Sheeran,soft pop,203493,52,0.686,0.765,8,-4.778,1,0.118,0.0122,0,0.127,0.743,99.998,4,3.438740589
Boat,#NAME?,Ed Sheeran,soft pop,185675,58,0.715,0.194,4,-8.615,1,0.0329,0.726,1.14E-06,0.36,0.367,102.855,4,1.9137577
君じゃなきゃダメみたい,カバーアルバム「仮歌」,Masayoshi Oishi,"anime,j-pop",231493,51,0.663,0.882,7,-3.382,1,0.0616,0.0187,0,0.131,0.894,130.991,4,7.68788501
again,HOLIDAYS IN THE SUN,YUI,"anime,j-pop,j-rock",254346,66,0.595,0.83,4,-3.836,0,0.0379,0.046,0,0.361,0.494,139.922,4,14.72142368
THE DAY,Butterfly Effect,PornoGraffitti,"anime,j-pop,j-rock",241626,62,0.512,0.933,1,-4.759,0,0.0738,0.000761,0,0.342,0.465,92.998,4,7.438740589
URAOMOTE FORTUNE,HIGECORE!,佐倉千代(CV:小澤亜李),anime,222599,15,0.566,0.933,3,-3.56,1,0.0399,0.0075,3.06E-05,0.382,0.697,131.997,4,12.25188227
Nandemonaiya - movie ver.,Your Name.,RADWIMPS,"anime,j-pop,j-rock",344053,63,0.496,0.462,6,-6.189,1,0.0307,0.245,0,0.282,0.514,167.936,4,8.607802875
空に歌えば,地方都市のメメント・モリ,amazarashi,"anime,j-rock,j-pop",217626,60,0.593,0.951,6,-1.335,0,0.0697,0.0142,1.13E-06,0.0961,0.64,102.04,4,7.3045859
Touch off,UNSER,UVERworld,"anime,j-rock,j-pop",258706,58,0.411,0.894,4,-3.815,0,0.0465,2.36E-05,0.000447,0.447,0.195,99.607,4,5.330595483
Love In Slow Motion,=,Ed Sheeran,soft pop,190933,53,0.485,0.54,1,-5.4,1,0.0253,0.668,0,0.0849,0.426,62.631,4,3.438740589
Collide,=,Ed Sheeran,soft pop,210213,56,0.672,0.73,5,-4.77,1,0.0372,0.113,0,0.0612,0.559,123.969,4,3.438740589
I See Fire,x (10th Anniversary Edition),Ed Sheeran,soft pop,299146,69,0.591,0.176,10,-11.692,0,0.0396,0.638,4.81E-06,0.252,0.296,152.122,4,0.783025325
Be Right Now,=,Ed Sheeran,soft pop,211080,49,0.501,0.684,11,-6.706,1,0.0566,0.00494,0.000478,0.0524,0.442,131.952,4,3.438740589
2step,=,Ed Sheeran,soft pop,153626,63,0.763,0.661,4,-5.592,0,0.056,0.169,0,0.117,0.632,95.002,4,3.438740589
The Joker And The Queen (feat. Taylor Swift),The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran,Taylor Swift",soft pop,185422,64,0.528,0.309,0,-7.398,1,0.0329,0.924,2.10E-06,0.282,0.307,133.83,4,3.140314853
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,"rock,glam metal,hard rock,classic rock",356066,86,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,4,37.70294319
Rain,AUTUMN PLAYLIST 2022,Motohiro Hata,"j-pop,anime",293720,50,0.652,0.685,9,-6.599,1,0.0241,0.282,0,0.151,0.527,91.995,4,2.442162902
Partizan Hope,Oh! スケトラ!!! ユーリ!!! on ICE/オリジナル・スケートソングCOLLECTION,Taro Umebayashi,anime,222480,30,0.449,0.547,1,-10.294,1,0.0264,0.0217,0.958,0.124,0.323,147.936,3,8.281998631
Theme of King JJ,Oh! スケトラ!!! ユーリ!!! on ICE/オリジナル・スケートソングCOLLECTION,"Taro Umebayashi,Linus Norda",anime,222066,35,0.501,0.629,11,-6.759,1,0.0292,0.456,0,0.244,0.271,133.115,4,8.281998631
Thinking out Loud,x (Deluxe Edition),Ed Sheeran,soft pop,281560,83,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,4,10.78439425
シルエット,TIME,KANA-BOON,"anime,j-rock,j-pop",240133,72,0.436,0.934,2,-2.685,1,0.0507,1.03E-05,0.14,0.321,0.384,91.481,4,10.19849418
GODS,GODS,"League of Legends,NewJeans",k-pop,220878,72,0.588,0.765,3,-5.914,0,0.0518,0.00685,3.23E-05,0.2,0.492,145.988,4,1.497604381
Burn It (feat. MAX),D-2,"Agust D,MAX","k-pop,k-rap",192106,65,0.658,0.776,6,-7.088,0,0.0493,0.012,2.10E-06,0.272,0.336,114.044,4,4.865160849
Equal in the Darkness,Equal in the Darkness,"Steve Aoki,Jolin Tsai,MAX","electro house,edm,mandopop,c-pop,taiwanese pop",210782,33,0.702,0.777,5,-5.258,0,0.0356,0.179,0,0.108,0.427,114.954,4,3.449691992
Lost In Japan,Shawn Mendes,Shawn Mendes,pop,201200,69,0.71,0.737,10,-6.781,1,0.367,0.255,0,0.106,0.42,104.961,4,6.858316222
夜が明ける,gift,Given,"anime,j-pop",281360,55,0.429,0.957,9,-2.266,1,0.1,0.0127,0,0.251,0.241,90.053,4,4.602327173
僕の声,僕の声,Rhythmic Toy World,"j-rock,japanese indie",253986,36,0.514,0.955,0,-1.644,0,0.076,5.87E-05,0,0.262,0.517,103.008,4,7.1321013
Red Swan,Red Swan,"Yoshiki,HYDE","anime,visual kei,j-rock,j-pop",263720,64,0.275,0.782,10,-4.689,1,0.0467,0.0521,2.25E-06,0.331,0.154,131.744,4,6.499657769
春うらら,春うらら,GENIC,"anime,j-pop",229943,36,0.686,0.842,5,-4.124,1,0.0336,0.0456,0,0.116,0.491,109.971,4,3.994524298
光るなら,Milk,Goose house,"anime,j-pop",252133,67,0.491,0.879,6,-2.722,0,0.0652,0.391,0,0.342,0.571,160.092,4,10.1026694
HUNTING FOR YOUR DREAM,ANGEL OF SALVATION,GALNERYUS,"power metal,anime,j-rock,visual kei,symphonic metal,neoclassical,speed metal",324453,55,0.277,0.925,11,-3.532,1,0.0586,3.82E-06,8.36E-06,0.0877,0.36,178.036,4,12.47912389
Ienai,Batsu to Maru to Tsumi to,RADWIMPS,"anime,j-pop,j-rock",392186,19,0.429,0.802,11,-3.156,1,0.0342,0.00184,2.39E-06,0.104,0.558,152.104,4,11.3100616
Minami's Boogie,Oh! スケトラ!!! ユーリ!!! on ICE/オリジナル・スケートソングCOLLECTION,Taro Umebayashi,anime,212720,29,0.514,0.734,7,-6.859,1,0.0765,0.0792,0.338,0.279,0.538,200.87,4,8.281998631
Tsukito Hoshizora,Tsukito Hoshizora,KanoeRana,"anime,j-pop",266133,38,0.509,0.778,1,-3.835,1,0.0273,0.0158,4.96E-06,0.289,0.498,97.566,4,4.498288843
Jiyuu no Tsubasa,Shingeki no Kiseki,Linked Horizon,"anime,j-pop",331946,60,0.373,0.972,7,-6.005,1,0.123,0.0619,3.31E-05,0.379,0.0759,157.433,4,7.879534565
Lemon,STRAY SHEEP,Kenshi Yonezu,"j-pop,anime,j-rock",255826,70,0.525,0.646,11,-4.963,1,0.0268,0.304,0,0.297,0.373,86.957,4,4.65982204
あの夏へ,久石譲～ギターソロ・アレンジ,Yoshihiro Koseki,japanese classical,287971,26,0.452,0.142,0,-19.175,1,0.08,0.992,0.955,0.0927,0.183,144.773,4,10.94592745
ガラスを割れ！,ガラスを割れ！ (Special Edition),Keyakizaka46,j-pop,222666,44,0.424,0.929,1,-3.601,0,0.0925,0.119,0,0.289,0.548,81.984,4,7.074606434
群青,THE BOOK,YOASOBI,"j-pop,anime",248026,70,0.725,0.853,10,-3.193,1,0.0516,0.305,0,0.115,0.707,134.991,4,4.238193018
バイバイ YESTERDAY,バイバイ YESTERDAY,3年E組うた担(渚&茅野&業&磯貝&前原),anime,248800,55,0.591,0.945,0,-2.483,1,0.0675,0.0389,0,0.214,0.96,180.048,4,8.856947296
Stand Out Fit In,Eye of the Storm,ONE OK ROCK,"j-rock,j-pop,visual kei,k-rock",214573,60,0.615,0.841,11,-5.352,1,0.0416,0.0178,0,0.133,0.316,126.026,4,6.130047912
愛について - Agape,愛について (Agape),"Taro Umebayashi,杉山劉太郎",anime,137931,37,0.121,0.25,11,-11.924,0,0.0348,0.874,0.00714,0.307,0.0398,174.592,3,8.470910335
青と夏,Attitude,Mrs. GREEN APPLE,"j-pop,anime,j-rock",270026,74,0.31,0.891,4,-1.66,1,0.0469,0.00157,0,0.284,0.748,184.886,4,5.505817933
ヒカリアレ,檸檬,BURNOUT SYNDROMES,"anime,j-rock,j-pop",244786,60,0.313,0.941,7,-1.741,1,0.133,0.0112,0,0.363,0.35,178.061,4,8.396988364
The Cruel Angel's Thesis (Director's Edit Version),NEON GENESIS EVANGELION (Original Series Soundtrack),Yoko Takahashi,"anime,city pop,j-pop",245093,61,0.646,0.677,0,-9.477,0,0.0432,0.0337,2.00E-06,0.13,0.588,128.125,4,5.785078713
センチメートル,The GARDEN,the peggies,"anime,j-rock,j-pop,japanese indie",227013,57,0.564,0.922,2,-2.303,1,0.0368,0.00198,5.03E-06,0.231,0.828,139.962,4,3.452429843
Kanzen kankaku Dreamer,Niche Syndrome,ONE OK ROCK,"j-rock,j-pop,visual kei,k-rock",252200,53,0.558,0.914,6,-3.395,0,0.0996,0.000191,0,0.132,0.711,94.975,4,14.81724846
Pretender,Traveler,OFFICIAL HIGE DANDISM,"j-pop,anime,j-rock",326842,59,0.538,0.869,8,-3.464,1,0.0275,0.047,0,0.14,0.369,91.972,4,5.590691307
キセキ,あっ、ども。おひさしぶりです。,GReeeeN,j-pop,271160,66,0.641,0.618,0,-4.269,1,0.0259,0.0932,0,0.155,0.338,90.032,4,17.25393566
edamame,eat ya veggies,"bbno$,Rich Brian",meme rap,133706,77,0.815,0.85,4,-4.704,0,0.113,0.0232,0.000143,0.0245,0.694,106.036,4,3.485284052
LIFE'S BEEN GOOD TO ME,Disco Ric in London Town,"Ric Wilson,Yellow Days",bedroom pop,320920,28,0.507,0.597,0,-7.524,1,0.0831,0.301,1.84E-06,0.0555,0.469,92.108,4,3.389459274
Kiss Me More (feat. SZA),Planet Her,"Doja Cat,SZA",r&b,208666,83,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97,4,3.772758385
Serotonin,if i could make it go quiet,girl in red,bedroom pop,182426,61,0.58,0.788,2,-4.714,1,0.259,0.0123,1.84E-05,0.368,0.72,148.992,4,3.926078029
High Hopes,Pray for the Wicked,Panic! At The Disco,emo,190946,79,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4,6.7816564
I Can't Wait,I Can't Wait,PJ Morton,neo soul,131957,48,0.386,0.304,10,-7.425,1,0.0293,0.84,0,0.112,0.241,122.133,4,4.750171116
Come Inside Of My Heart,CLAPCLAPCLAP!,IV Of Spades,"opm,pinoy indie,harana,p-pop,kundiman",246396,76,0.676,0.565,10,-9.411,1,0.03,0.00321,0.000582,0.241,0.689,113.007,4,6.206707734
Sinatra,Sinatra,Forrest Nolan,bedroom pop,156342,44,0.444,0.301,0,-8.88,1,0.0334,0.886,0,0.183,0.35,95.278,3,4.186173854
Dræm Girl,Summer Break Mixtape,No Vacation,"bedroom pop,dream pop",234631,52,0.193,0.95,2,-5.918,1,0.217,0.00195,0.78,0.199,0.263,172.775,4,9.719370294
One Day More,One Day More,BIG MAMA,k-ballad,247986,31,0.517,0.504,8,-5.004,1,0.0356,0.492,0,0.191,0.19,135.689,4,3.775496235
CLOUDS,CLOUDS (THE MIXTAPE),NF,christian hip hop,243760,64,0.788,0.652,1,-3.931,1,0.405,0.373,0,0.755,0.812,128.108,4,4.021902806
coney island (feat. The National),evermore (deluxe version),"Taylor Swift,The National",indie rock,275320,62,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895,4,4.235455168
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),"Taylor Swift,Maren Morris",country,220839,59,0.599,0.494,2,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893,4,3.983572895
"Sugar, We're Goin Down",From Under The Cork Tree,Fall Out Boy,"emo,pop punk,emo pop",229093,78,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,4,19.91786448
Go Crazy,Slime & B,"Chris Brown,Young Thug","r&b,rap,melodic rap,trap",176960,72,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,4,4.90349076
Toosie Slide,Toosie Slide,Drake,"rap,hip hop",247058,70,0.834,0.454,1,-9.75,0,0.201,0.321,6.15E-06,0.114,0.837,81.618,4,4.999315537
Nonstop,Scorpion,Drake,"rap,hip hop",238614,76,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,4,6.762491444
Cross Me (feat. Chance the Rapper & PnB Rock),No.6 Collaborations Project,"Ed Sheeran,Chance the Rapper,PnB Rock","soft pop,melodic rap",206186,58,0.746,0.787,4,-6.373,1,0.12,0.212,0,0.0669,0.607,95.005,4,5.727583847
Talk (feat. Disclosure),Free Spirit,"Khalid,Disclosure",house,197573,68,0.9,0.4,0,-8.575,1,0.127,0.0516,0,0.0599,0.346,135.984,4,5.995893224
Dancing With A Stranger (with Normani),Love Goes,"Sam Smith,Normani",soft pop,171029,76,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97E-06,0.222,0.347,102.998,4,4.424366872
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),"Bazzi,Camila Cabello",pop,180000,70,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,4,6.669404517
風のとおり道,久石譲～ギターソロ・アレンジ,Yoshihiro Koseki,japanese classical,279232,27,0.436,0.15,7,-17.835,1,0.0493,0.991,0.944,0.0812,0.278,150.127,4,10.94592745
Lemon,STRAY SHEEP,Kenshi Yonezu,"j-pop,anime,j-rock",255826,70,0.525,0.646,11,-4.963,1,0.0268,0.304,0,0.297,0.373,86.957,4,4.65982204
Lemon,STRAY SHEEP,Kenshi Yonezu,"j-pop,anime,j-rock",255826,70,0.525,0.646,11,-4.963,1,0.0268,0.304,0,0.297,0.373,86.957,4,4.65982204
春雷,BOOTLEG,Kenshi Yonezu,"j-pop,anime,j-rock",288893,63,0.693,0.881,5,-3.176,0,0.0383,0.203,0,0.0553,0.881,124.006,4,7.419575633
HINOMARU,Catharsist,RADWIMPS,"anime,j-pop,j-rock",353653,18,0.483,0.598,0,-5.841,1,0.0345,0.2,0,0.0954,0.504,139.884,4,4.824093087
instagram,instagram,DEAN,"k-rap,k-pop",255728,63,0.463,0.566,8,-6.195,1,0.145,0.196,0,0.284,0.219,93.921,4,7.26899384
Lemon,STRAY SHEEP,Kenshi Yonezu,"j-pop,anime,j-rock",255826,70,0.525,0.646,11,-4.963,1,0.0268,0.304,0,0.297,0.373,86.957,4,4.65982204
노래 (The Song),OO,Zion.T,"k-rap,k-ballad",216626,46,0.815,0.613,7,-5.009,1,0.0323,0.716,0,0.114,0.46,94.979,4,8.167008898
Those Days (without you) - Instrument,"Prison Playbook (Original Television Soundtrack), Pt. 9",Zion.T,"k-rap,k-ballad",184577,24,0.766,0.394,10,-8.515,1,0.0775,0.12,0.875,0.202,0.174,172.156,4,7.222450376
Yanghwa BRDG,Yanghwa BRDG,Zion.T,"k-rap,k-ballad",229349,52,0.539,0.436,3,-8.73,0,0.0504,0.726,0,0.151,0.37,87.111,4,10.52977413
Rain,AUTUMN PLAYLIST 2022,Motohiro Hata,"j-pop,anime",293720,50,0.652,0.685,9,-6.599,1,0.0241,0.282,0,0.151,0.527,91.995,4,2.442162902
I Was Lost Until I Met You,I Was Lost Until I Met You,sad boy with a laptop,lo-fi,108118,36,0.943,0.328,1,-17.3,1,0.0833,0.369,0.884,0.0654,0.668,100.007,4,6.496919918
Rain,AUTUMN PLAYLIST 2022,Motohiro Hata,"j-pop,anime",293720,50,0.652,0.685,9,-6.599,1,0.0241,0.282,0,0.151,0.527,91.995,4,2.442162902
just friends,just friends,potsu,lo-fi,172800,54,0.582,0.311,11,-16.603,0,0.0453,0.917,0.681,0.235,0.363,74.976,4,6.71321013
Strangeling,VIOLET EVERGARDEN: Automemories,Evan Call,anime,131800,30,0.285,0.0229,7,-23.185,0,0.0428,0.974,0.382,0.148,0.129,71.815,5,7.017111567
"Good Little Girl (feat. Donald Glover, Madeleine Martin & Roz Ryan)","Adventure Time, Vol. 2 (Original Soundtrack)","Adventure Time,Donald Glover,Madeleine Martin,Roz Ryan",comedy,111159,55,0.639,0.354,0,-14.696,1,0.166,0.877,0.0605,0.097,0.551,142.403,3,5.924709103
Be Around Me (feat. chloe moriondo),Be Around Me (feat. chloe moriondo),"Will Joseph Cook,chloe moriondo","bedroom pop,indie pop",181249,44,0.679,0.741,4,-4.848,1,0.112,0.127,1.36E-05,0.523,0.733,165.085,4,4.120465435
Immortals,American Beauty/American Psycho,Fall Out Boy,"emo,pop punk,emo pop",189386,75,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54E-06,0.671,0.475,108.016,4,10.21218344
Centuries,American Beauty/American Psycho,Fall Out Boy,"emo,pop punk,emo pop",228360,81,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4,10.21218344
My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,Fall Out Boy,"emo,pop punk,emo pop",186826,76,0.557,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.566,151.988,4,11.97535934
Butter,Proof,BTS,k-pop,164952,74,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0788,0.695,109.997,4,2.814510609
MUFFIN,MUFFIN,"BadBoyHalo,CG5,Hyper Potions,Skeppy,CaptainPuffy","nerdcore,future bass",224040,49,0.64,0.857,6,-4.687,1,0.161,0.154,0,0.151,0.713,181.979,4,3.446954141
Piano Man,Piano Man (Legacy Edition),Billy Joel,soft rock,339000,79,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96E-06,0.192,0.429,177.734,3,51.40314853
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),"Taylor Swift,Ed Sheeran",soft pop,245426,69,0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,4,3.389459274
Maboroshi,Maboroshi,"Hyper Potions,Synthion,MYLK","future bass,j-dance",244323,33,0.586,0.97,2,-1.639,1,0.0622,0.0457,0.0321,0.0624,0.834,169.981,4,6.313483915
Visiting Hours,=,Ed Sheeran,soft pop,215506,67,0.471,0.396,8,-6.654,1,0.0336,0.77,0,0.0729,0.263,149.609,4,3.438740589
Kaikai Kitan,Kaikai Kitan / Ao No Waltz,Eve,"anime,j-pop,j-rock,vocaloid,japanese indie",221426,72,0.584,0.911,5,-3.515,0,0.09,0.0119,0,0.119,0.606,92.502,4,4.27652293
Sign,MICROCOSM,FLOW,"anime,j-rock,j-pop",236426,65,0.363,0.914,11,-2.899,0,0.0983,0.00183,0,0.335,0.678,177.968,4,14.7980835
Sweet Home Alabama,Second Helping (Expanded Edition),Lynyrd Skynyrd,"southern rock,classic rock,rock",283800,80,0.596,0.606,7,-12.145,1,0.0255,0.181,0.000327,0.0863,0.886,97.785,4,50.96783025
